anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller
Absolute Duo,https://www.crunchyroll.com/absolute-duo,https://img1.ak.crunchyroll.com/i/spire2/49bbd90987cc2b8d5b0f6cc87465c14e1420158261_full.jpg,0,29,105,3.62,3,3,5,9,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zettai Boei Leviatan,https://www.crunchyroll.com/zettai-boei-leviatan,https://img1.ak.crunchyroll.com/i/spire3/08ab9998d9d0641d3ffc39a4467f84581365189311_full.jpg,13,29,102,3.52,1,8,4,7,9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fist of the Blue Sky: Regenesis,https://www.crunchyroll.com/fist-of-the-blue-sky-regenesis,https://img1.ak.crunchyroll.com/i/spire4/1573d084547185548e5be03c8f2f6d791539039376_full.jpg,24,29,79,2.72,10,5,4,3,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monster Strike,https://www.crunchyroll.com/monster-strike,https://img1.ak.crunchyroll.com/i/spire4/77cbe4a2108ff933e6bf1c03870c56ac1575329793_full.jpg,159,29,75,2.59,13,3,2,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grimms Notes the Animation,https://www.crunchyroll.com/grimms-notes-the-animation,https://img1.ak.crunchyroll.com/i/spire4/a959095513d0997e9be355a22b0ee7891547256783_full.jpg,12,29,72,2.48,12,3,7,2,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Cinderella,https://www.crunchyroll.com/last-cinderella,https://img1.ak.crunchyroll.com/i/spire3/fe2963343a2c770d859bf5ed3027a9591417459245_full.jpg,0,28,137,4.89,0,0,0,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junjo Romantica,https://www.crunchyroll.com/junjo-romantica,https://img1.ak.crunchyroll.com/i/spire3/6a75e241319849bc74b6f93735a417221480583212_full.jpg,0,28,134,4.79,0,1,1,1,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu-Gi-Oh! 5D's,https://www.crunchyroll.com/yu-gi-oh-5ds,https://img1.ak.crunchyroll.com/i/spire3/4d3d909ba50ff696547ce482aa01f5fb1416002263_full.jpg,0,28,132,4.71,0,0,1,6,21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Daily Lives of High School Boys,https://www.crunchyroll.com/daily-lives-of-high-school-boys,https://img1.ak.crunchyroll.com/i/spire4/86b69583c918db3e003b70b725970afc1513146276_full.jpg,0,28,132,4.71,0,1,1,3,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Little Nemo: Adventures in Slumberland,https://www.crunchyroll.com/little-nemo-adventures-in-slumberland,https://img1.ak.crunchyroll.com/i/spire1/55210d3a05241d869c36321590adfc8d1323300816_full.jpg,0,28,131,4.68,0,1,1,4,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Lull in the Sea (Nagi-Asu: Nagi no Asukara),https://www.crunchyroll.com/a-lull-in-the-sea-nagi-asu-nagi-no-asukara,https://img1.ak.crunchyroll.com/i/spire3/6546d647f58fa199ee2c70b7eac8b8661444164527_full.jpg,0,28,128,4.57,1,0,3,2,22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moyashimon,https://www.crunchyroll.com/moyashimon,https://img1.ak.crunchyroll.com/i/spire4/d82364ba9b1f0414f24714cc4f8f261e1342639264_full.jpg,22,28,126,4.5,0,0,2,10,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Boku-no-imoutowa""Osaka-okan""",https://www.crunchyroll.com/boku-no-imoutowaosaka-okan,https://img1.ak.crunchyroll.com/i/spire1/44d2c5d1bc5fa8b121c71f1742707fc41356119053_full.jpg,12,28,96,3.43,3,5,2,13,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Seiren,https://www.crunchyroll.com/seiren,https://img1.ak.crunchyroll.com/i/spire3/6de10ecb62b191e4ab2ef0927eec2db81483710188_full.jpg,12,28,95,3.39,1,6,9,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cheating Craft,https://www.crunchyroll.com/cheating-craft,https://img1.ak.crunchyroll.com/i/spire4/8354d1bc2886bb05e8b537f962e2d2911475652280_full.jpg,12,28,84,3.0,4,9,5,3,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Os Cavaleiros do Zodíaco,https://www.crunchyroll.com/saint-seiya,https://img1.ak.crunchyroll.com/i/spire4/7b09fbb42da3d9fa613ec1d025cf41df1411687266_full.jpg,114,27,134,4.96,0,0,0,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mischievous Kiss 2 - Love in Okinawa,https://www.crunchyroll.com/mischievous-kiss-2-love-in-tokyo,https://img1.ak.crunchyroll.com/i/spire4/30b59b197a01a614e7e55b1886c2d3ef1410486118_full.jpg,17,27,131,4.85,0,0,1,2,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakakozake (Drama),https://www.crunchyroll.com/wakakozake-drama,https://img1.ak.crunchyroll.com/i/spire2/6d56503b0c862829705f3aa1bee329e61452433938_full.jpg,0,27,127,4.7,1,0,0,4,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inugami-san to Nekoyama-san,https://www.crunchyroll.com/inugami-san-to-nekoyama-san,https://img1.ak.crunchyroll.com/i/spire2/f7d9ebb45ceba86e262ca09c94e57a251396904978_full.jpg,12,27,117,4.33,0,1,3,9,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETOTAMA,https://www.crunchyroll.com/etotama,https://img1.ak.crunchyroll.com/i/spire4/1c9c7733c6a4ec31ff258e1ab1fef4fe1428119941_full.jpg,12,27,104,3.85,3,2,5,3,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
True Cooking Master Boy,https://www.crunchyroll.com/true-cooking-master-boy,https://img1.ak.crunchyroll.com/i/spire3/e9ef1778c1a5d5e42dc57c486ae9b17b1570744289_full.jpg,12,27,95,3.52,5,3,4,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Xuan Yuan Sword Luminary,https://www.crunchyroll.com/xuan-yuan-sword-luminary,https://img1.ak.crunchyroll.com/i/spire3/db4565f9025212d19ce241ee108e46b21538181824_full.jpg,13,27,89,3.3,4,5,6,3,9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B-PROJECT,https://www.crunchyroll.com/b-project,https://img1.ak.crunchyroll.com/i/spire1/8946c82bf2dff9872e2a4b0211ffefe71467446398_full.jpg,0,27,88,3.26,5,3,7,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fan Chronicles: Um Documentário Crunchyroll,https://www.crunchyroll.com/fan-chronicles-a-crunchyroll-documentary-series,https://img1.ak.crunchyroll.com/i/spire1/e40991345c8b5e6a9943cdc393fb63ea1551143218_full.jpg,3,27,37,1.37,24,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senryu Girl,https://www.crunchyroll.com/senryu-girl,https://img1.ak.crunchyroll.com/i/spire2/f40bce3e7b77f3d2797fd0dca53f0f541555109944_full.jpg,12,26,124,4.77,0,0,0,6,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Full Metal Panic!,https://www.crunchyroll.com/full-metal-panic,https://img1.ak.crunchyroll.com/i/spire4/e9252036a2af91e93375ce789aaf8a331508462837_full.jpg,0,26,124,4.77,0,0,1,4,21,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovely Complex,https://www.crunchyroll.com/lovely-complex,https://img1.ak.crunchyroll.com/i/spire3/b62c3c6d70d38fa10904d76dc60d06761578969109_full.jpg,24,26,123,4.73,0,0,2,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anohana: The Flower We Saw That Day (Drama),https://www.crunchyroll.com/anohana-the-flower-we-saw-that-day-drama,https://img1.ak.crunchyroll.com/i/spire3/b328ed36104495b95c04c514b4c2b6ef1442958547_full.jpg,1,26,111,4.27,2,2,1,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anime de Training! Ex,https://www.crunchyroll.com/anime-de-training-ex,https://img1.ak.crunchyroll.com/i/spire2/fa04db0727a94cb853d9284338049b261536274222_full.jpg,24,26,98,3.77,3,1,8,1,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHAOS;CHILD,https://www.crunchyroll.com/chaoschild,https://img1.ak.crunchyroll.com/i/spire3/30228eb742c57e08dfcba437b0c528681484151699_full.jpg,14,26,97,3.73,2,4,5,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Code: Realize ~Guardian of Rebirth~,https://www.crunchyroll.com/code-realize-guardian-of-rebirth,https://img1.ak.crunchyroll.com/i/spire4/e3071c379b2474672b48c4c7149110681508359985_full.jpg,13,26,97,3.73,1,5,4,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phantom in the Twilight,https://www.crunchyroll.com/phantom-in-the-twilight,https://img1.ak.crunchyroll.com/i/spire4/2f7c66b2ae8919bb8475e5e6429600b01531117155_full.jpg,12,26,93,3.58,1,4,7,7,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Soul Buster,https://www.crunchyroll.com/soul-buster,https://img1.ak.crunchyroll.com/i/spire1/2d1559bc96e45c0205462bdc86539e951475834693_full.jpg,12,26,69,2.65,7,7,5,2,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arakawa Under the Bridge,https://www.crunchyroll.com/arakawa-under-the-bridge,https://img1.ak.crunchyroll.com/i/spire2/c046cff9d38e384acac5dbd3f705e9561359490136_full.jpg,0,25,119,4.76,0,0,2,2,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death Note,https://www.crunchyroll.com/death-note,https://img1.ak.crunchyroll.com/i/spire4/697c8b5ff2f49a97348b5507c06e11831576116356_full.jpg,0,25,118,4.72,0,1,1,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Locodol,https://www.crunchyroll.com/locodol,https://img1.ak.crunchyroll.com/i/spire1/9ac1c4e1b0a649363477827e30050b881452031391_full.jpg,15,25,110,4.4,0,1,1,10,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Encouragement Of Climb,https://www.crunchyroll.com/encouragement-of-climb,https://img1.ak.crunchyroll.com/i/spire3/f2d624eeec0d2bdb7278bdd09e0b8ea91532022699_full.jpg,26,25,110,4.4,0,2,1,7,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BAKUON!!,https://www.crunchyroll.com/bakuon,https://img1.ak.crunchyroll.com/i/spire2/cda9bcf111c8a974295a683c643f89801459737569_full.jpg,12,25,109,4.36,0,0,5,6,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Magnificent KOTOBUKI,https://www.crunchyroll.com/the-magnificent-kotobuki,https://img1.ak.crunchyroll.com/i/spire4/8caccd3377ad43b31e02ae79d856691a1549191964_full.jpg,12,25,99,3.96,3,0,2,10,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel's 3Piece!,https://www.crunchyroll.com/angels-3piece,https://img1.ak.crunchyroll.com/i/spire3/51b217ddf76813f060494aaf2348bc6e1499675866_full.jpg,12,25,93,3.72,2,2,6,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A Destructive God Sits Next to Me,https://www.crunchyroll.com/a-destructive-god-sits-next-to-me,https://img1.ak.crunchyroll.com/i/spire1/2cc24f87a93c27a35cf3da7604503ab11578698885_full.jpg,10,25,88,3.52,5,2,4,3,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R.O.D.,https://www.crunchyroll.com/rod,https://img1.ak.crunchyroll.com/i/spire3/3188bf7f663f2aea647fe030c62482ae1367626856_full.jpg,0,24,111,4.62,0,2,1,1,20,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scorching Ping Pong Girls,https://www.crunchyroll.com/scorching-ping-pong-girls,https://img1.ak.crunchyroll.com/i/spire4/0b8232f22b46d36f8fe52f4127da09c71482733705_full.jpg,12,24,105,4.38,0,2,1,7,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Yu-Gi-Oh! GX,https://www.crunchyroll.com/yu-gi-oh-gx,https://img1.ak.crunchyroll.com/i/spire2/938ffd2c76c1d1b7082d1e47ce0352bf1416000077_full.jpg,0,24,103,4.29,3,0,1,3,17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Switch Girl!!,https://www.crunchyroll.com/switch-girl,https://img1.ak.crunchyroll.com/i/spire4/972bb4aa57b21729744eb9883640a9601413061024_full.jpg,0,24,99,4.12,2,2,0,7,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Future Diary: Another World,https://www.crunchyroll.com/future-diary-another-world,https://img1.ak.crunchyroll.com/i/spire4/5d0174e98104b2f94a7a9f6af1eb9a101413060687_full.jpg,0,24,97,4.04,3,1,2,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
momokuri,https://www.crunchyroll.com/momokuri,https://img1.ak.crunchyroll.com/i/spire2/d5f210096bde2ef386f3aab1f7e7d4fe1467378311_full.jpg,13,24,97,4.04,0,3,4,6,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Laughing Salesman,https://www.crunchyroll.com/the-laughing-salesman,https://img1.ak.crunchyroll.com/i/spire3/24084a3df51788e818096663b8cb8e751491247311_full.jpg,12,24,92,3.83,4,1,2,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Pan de Peace!,https://www.crunchyroll.com/pan-de-peace,https://img1.ak.crunchyroll.com/i/spire3/9e1c05e4711a225c7ba61d7d291e50321459641447_full.jpg,13,24,78,3.25,2,4,7,8,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Straight Title Robot Anime,https://www.crunchyroll.com/straight-title-robot-anime,https://img1.ak.crunchyroll.com/i/spire4/e54c39524e0543d90084c390a8a4407d1360000093_full.jpg,12,24,74,3.08,8,1,3,5,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antiquarian Bookshop Biblia's Case Files,https://www.crunchyroll.com/antiquarian-bookshop-biblias-case-files,https://img1.ak.crunchyroll.com/i/spire1/b6f893a8a3b2038f71e22a0c7420bd9b1415924670_full.jpg,0,23,114,4.96,0,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Clover (Dublagens Internacionais),https://www.crunchyroll.com/black-clover-international-dubs,https://img1.ak.crunchyroll.com/i/spire1/c0d08a06dae2ed2877cd15e303df87491533959656_full.jpg,52,23,113,4.91,0,0,1,0,22,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yu-Gi-Oh! ARC-V,https://www.crunchyroll.com/yu-gi-oh-arc-v,https://img1.ak.crunchyroll.com/i/spire3/235ab3c88289ee1ab9d0ad977f246cb71479151895_full.jpg,0,23,106,4.61,0,0,3,3,17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Liar Game,https://www.crunchyroll.com/liar-game,https://img1.ak.crunchyroll.com/i/spire4/8c71ccf8b2bcb8d56dd2330a0c8bdb601408831502_full.jpg,0,23,105,4.57,0,2,1,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yowamushi Pedal New Generation,https://www.crunchyroll.com/yowamushi-pedal-new-generation,https://img1.ak.crunchyroll.com/i/spire4/159148a04cab24048b85b32b100adcca1527268997_full.jpg,50,23,103,4.48,1,1,1,3,17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Blade Runner Black Out 2022,https://www.crunchyroll.com/blade-runner-black-out-2022,https://img1.ak.crunchyroll.com/i/spire3/362f351bb80a19d943afc95f599e3dae1506377248_full.jpg,0,23,103,4.48,2,0,0,4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yakitate!! Japan,https://www.crunchyroll.com/yakitate-japan,https://img1.ak.crunchyroll.com/i/spire1/264e177ac6879c574e5205a356637bba1447452106_full.jpg,0,23,102,4.43,0,2,1,5,15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PERSONA5 the Animation -THE DAY BREAKERS-,https://www.crunchyroll.com/persona5-the-animation-the-day-breakers-,https://img1.ak.crunchyroll.com/i/spire3/5c5e67e3b740b7d609bdcf1dc13247801472856372_full.jpg,1,23,98,4.26,1,2,1,5,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bokurano,https://www.crunchyroll.com/bokurano,https://img1.ak.crunchyroll.com/i/spire2/c34543e21a7d483c4ee04c43bf6224941457473875_full.jpg,0,23,96,4.17,2,2,1,3,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Re-Kan!,https://www.crunchyroll.com/re-kan,https://img1.ak.crunchyroll.com/i/spire4/75b2c08e6d279f5975a7ae77168da2881428009461_full.jpg,0,23,96,4.17,0,2,4,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
